google,none,Current Employee - Anonymous Employee,5,4,5,5,4,5
google,"Mountain View, CA",Former Employee - Program Manager,4,2,3,3,5,3
google,"New York, NY",Current Employee - Software Engineer III,5,5,4,5,5,4
google,"Mountain View, CA",Current Employee - Anonymous Employee,5,2,5,5,4,5
google,"Los Angeles, CA",Former Employee - Software Engineer,5,5,5,5,5,5
google,"Mountain View, CA",Former Employee - SDE2,5,4,4,4,5,4
google,"New York, NY",Current Employee - Software Engineer,5,5,4,4,5,4
google,none,Former Employee - Anonymous Employee,5,5,5,5,5,5
google,"New York, NY",Current Employee - Anonymous Employee,5,5,5,5,5,5
google,none,Current Employee - Anonymous Employee,5,5,5,5,5,5
google,"Mountain View, CA",Current Employee - Anonymous Employee,5,4,5,4,4,3
google,none,Current Employee - Anonymous Employee,5,5,5,5,5,5
google,none,Former Employee - Anonymous Employee,5,5,5,5,5,5
google,"San Francisco, CA",Current Employee - Sales Operations Analyst,5,5,5,5,4,4
google,none,Current Employee - Anonymous Employee,5,4,5,3,5,5
google,none,Current Employee - Anonymous Employee,5,0,0,0,0,0
google,none,Current Employee - Anonymous Employee,5,4,5,5,5,4
google,none,Former Employee - Anonymous Employee,5,0,0,2,0,0
google,none,Former Employee - Anonymous Employee,5,5,5,5,5,5
google,none,Current Employee - Anonymous Employee,5,5,5,5,5,5
google,"New York, NY",Current Employee - Designer,5,3,4,3,4,5
google,none,Current Employee - Anonymous Employee,5,5,5,5,5,5
google,none,Current Employee - Anonymous Employee,5,0,0,5,0,0
google,none,Current Employee - Anonymous Employee,5,0,0,0,0,0
google,"Los Angeles, CA",Current Employee - Staff Accountant,5,5,5,5,5,5
google,none,Current Employee - Anonymous Employee,5,4,5,4,5,5
google,none,Current Employee - Anonymous Employee,5,3,5,4,5,3
google,"San Francisco, CA",Current Employee - Program Manager I,5,5,5,5,5,5
google,none,Current Employee - Anonymous Employee,5,4,5,5,5,5
google,none,Former Employee - Anonymous Employee,5,0,0,0,0,0
google,none,Current Employee - Anonymous Employee,5,0,0,0,0,0
google,"Mountain View, CA",Former Employee - Senior Director,3,4,5,5,5,5
google,none,Current Employee - Anonymous Employee,5,5,5,5,5,5
google,"Mountain View, CA",Current Employee - Software Engineering Manager,4,5,5,4,4,4
google,"Dearborn, MI",Current Employee - Google Specialist,5,3,4,4,5,4
google,none,Current Employee - Anonymous Employee,5,5,5,5,5,5
google,none,Current Employee - Anonymous Employee,4,5,4,3,4,3
google,"New York, NY",Current Employee - Anonymous Employee,4,4,3,3,4,3
google,none,Current Employee - Anonymous Employee,3,2,3,5,5,3
google,"Sunnyvale, CA",Current Employee - Anonymous Employee,5,3,5,5,5,4
google,none,Current Employee - Anonymous Employee,4,0,0,0,0,0
google,"Seattle, WA",Current Employee - Staff Software Engineer,5,4,4,5,5,3
google,none,Former Employee - Anonymous Employee,3,3,2,3,4,1
google,"New York, NY",Current Employee - Program Manager,5,5,3,5,4,5
google,"Sunnyvale, CA",Current Employee - Software Engineer,5,5,5,4,4,4
google,none,Former Employee - Anonymous Employee,5,0,0,0,0,0
google,"Ann Arbor, MI",Former Employee - Associate Account Strategist,5,4,4,5,5,2
google,none,Current Employee - Anonymous Employee,4,4,4,4,4,3
google,none,Current Employee - Anonymous Employee,4,2,4,4,5,4
google,"Mountain View, CA",Current Employee - Anonymous Employee,3,2,1,2,5,2
google,none,Current Employee - Anonymous Employee,5,0,0,5,0,0
google,none,Former Employee - Anonymous Employee,4,0,0,0,0,0
google,"Mountain View, CA",Current Employee - Software Engineer,5,5,5,5,5,5
google,none,Current Employee - Anonymous Employee,5,0,0,0,0,0
google,"New York, NY",Current Employee - Software Engineer,5,5,5,5,4,4
google,none,Current Employee - Data Scientist,2,4,3,2,5,2
google,none,Current Employee - Anonymous Employee,4,4,4,4,5,3
google,none,Current Employee - Anonymous Employee,5,5,5,5,5,5
google,none,Current Employee - Anonymous Employee,4,0,0,0,0,0
google,none,Current Employee - Anonymous Employee,4,3,4,4,5,4
google,none,Former Employee - Anonymous Employee,5,0,0,0,0,0
google,none,Current Employee - Software Engineer,5,5,5,4,5,4
google,none,Former Employee - Anonymous Employee,3,3,3,4,4,2
google,"New York, NY",Former Employee - Anonymous Employee,5,2,2,4,4,3
google,none,Former Employee - Anonymous Employee,5,0,0,0,0,0
google,"Mountain View, CA",Former Employee - Legal Specialist,4,5,5,3,5,4
google,"Mountain View, CA",Current Employee - Anonymous Employee,5,5,3,5,5,4
google,none,Former Employee - Anonymous Employee,3,3,3,2,3,2
google,"San Francisco, CA",Current Employee - Product Marketing Manager,5,4,5,5,5,4
google,none,Former Employee - Anonymous Employee,5,5,5,5,5,5
google,none,Former Employee - Anonymous Employee,5,5,5,5,5,5
google,none,Current Employee - Anonymous Employee,5,4,5,5,5,5
google,none,Current Employee - Anonymous Employee,5,5,5,5,5,5
google,"Mountain View, CA",Current Employee - Software Engineer,5,5,5,5,5,4
google,none,Former Employee - Anonymous Employee,5,0,0,0,0,0
google,"Pittsburgh, PA",Current Employee - Front End Engineer,5,4,5,5,5,4
google,none,Former Employee - Anonymous Employee,5,5,5,5,5,5
google,none,Former Employee - Anonymous Employee,5,0,0,0,0,0
google,none,Current Employee - Anonymous Employee,4,4,4,3,4,3
google,none,Former Employee - Anonymous Employee,5,5,5,5,4,4
google,none,Former Employee - Anonymous Employee,4,0,0,0,0,0
google,"Mountain View, CA",Current Employee - Senior Software Engineer,4,5,4,4,4,4
google,none,Former Employee - Anonymous Employee,4,0,0,0,0,0
google,none,Current Employee - Anonymous Employee,4,2,4,5,4,4
google,none,Current Employee - Recruiter,3,1,3,5,5,2
google,none,Current Employee - Anonymous Employee,5,0,0,0,0,0
google,"Mountain View, CA",Current Employee - Video,5,4,5,5,5,4
google,none,Current Employee - Anonymous Employee,4,4,3,4,4,2
google,"New York, NY",Current Employee - Senior Software Engineer,5,5,5,5,5,5
google,"Boulder, CO",Current Employee - Product Marketing,5,3,3,4,5,4
google,"New York, NY",Former Employee - Software Engineer,5,5,4,4,5,4
google,"San Francisco, CA",Current Employee - User Experience Engineer,5,4,5,5,5,5
google,none,Current Employee - Anonymous Employee,2,0,0,0,0,0
google,none,Former Employee - Anonymous Employee,4,4,4,5,5,3
google,"Mountain View, CA",Current Employee - Administrative Business Partner,3,3,5,2,3,3
google,"Mountain View, CA",Current Employee - Senior Software Engineer,5,4,5,5,5,5
google,none,Former Employee - Anonymous Employee,5,0,0,0,0,0
google,none,Former Employee - Anonymous Employee,5,5,5,5,5,5
google,none,Current Employee - Anonymous Employee,5,4,4,4,4,3
